"nuts1","NUTS3_ID","nuts3","sex","age_cat","pop"
"Baden Wurttemberg","DE111","City of Stuttgart","female","[00-10)",26948
"Baden Wurttemberg","DE111","City of Stuttgart","female","[10-20)",25672
"Baden Wurttemberg","DE111","City of Stuttgart","female","[20-30)",45333
"Baden Wurttemberg","DE111","City of Stuttgart","female","[30-40)",50938
"Baden Wurttemberg","DE111","City of Stuttgart","female","[40-50)",40731
"Baden Wurttemberg","DE111","City of Stuttgart","female","[50-60)",41781
"Baden Wurttemberg","DE111","City of Stuttgart","female","[60-75)",45143
"Baden Wurttemberg","DE111","City of Stuttgart","female","[75+)",36843
"Baden Wurttemberg","DE111","City of Stuttgart","male","[00-10)",28533
"Baden Wurttemberg","DE111","City of Stuttgart","male","[10-20)",27041
"Baden Wurttemberg","DE111","City of Stuttgart","male","[20-30)",47936
"Baden Wurttemberg","DE111","City of Stuttgart","male","[30-40)",55216
"Baden Wurttemberg","DE111","City of Stuttgart","male","[40-50)",42373
"Baden Wurttemberg","DE111","City of Stuttgart","male","[50-60)",44402
"Baden Wurttemberg","DE111","City of Stuttgart","male","[60-75)",41674
"Baden Wurttemberg","DE111","City of Stuttgart","male","[75+)",25711
"Baden Wurttemberg","DE112","Böblingen County","female","[00-10)",20226
"Baden Wurttemberg","DE112","Böblingen County","female","[10-20)",18253
"Baden Wurttemberg","DE112","Böblingen County","female","[20-30)",20346
"Baden Wurttemberg","DE112","Böblingen County","female","[30-40)",26024
"Baden Wurttemberg","DE112","Böblingen County","female","[40-50)",25010
"Baden Wurttemberg","DE112","Böblingen County","female","[50-60)",29935
"Baden Wurttemberg","DE112","Böblingen County","female","[60-75)",33615
"Baden Wurttemberg","DE112","Böblingen County","female","[75+)",24273
"Baden Wurttemberg","DE112","Böblingen County","male","[00-10)",21062
"Baden Wurttemberg","DE112","Böblingen County","male","[10-20)",19638
"Baden Wurttemberg","DE112","Böblingen County","male","[20-30)",22603
"Baden Wurttemberg","DE112","Böblingen County","male","[30-40)",27202
"Baden Wurttemberg","DE112","Böblingen County","male","[40-50)",25006
"Baden Wurttemberg","DE112","Böblingen County","male","[50-60)",30844
"Baden Wurttemberg","DE112","Böblingen County","male","[60-75)",30919
"Baden Wurttemberg","DE112","Böblingen County","male","[75+)",18239
"Baden Wurttemberg","DE113","Esslingen County","female","[00-10)",25088
"Baden Wurttemberg","DE113","Esslingen County","female","[10-20)",24104
"Baden Wurttemberg","DE113","Esslingen County","female","[20-30)",28685
"Baden Wurttemberg","DE113","Esslingen County","female","[30-40)",33653
"Baden Wurttemberg","DE113","Esslingen County","female","[40-50)",33396
"Baden Wurttemberg","DE113","Esslingen County","female","[50-60)",41865
"Baden Wurttemberg","DE113","Esslingen County","female","[60-75)",46182
"Baden Wurttemberg","DE113","Esslingen County","female","[75+)",34067
"Baden Wurttemberg","DE113","Esslingen County","male","[00-10)",26291
"Baden Wurttemberg","DE113","Esslingen County","male","[10-20)",25890
"Baden Wurttemberg","DE113","Esslingen County","male","[20-30)",33287
"Baden Wurttemberg","DE113","Esslingen County","male","[30-40)",36473
"Baden Wurttemberg","DE113","Esslingen County","male","[40-50)",33909
"Baden Wurttemberg","DE113","Esslingen County","male","[50-60)",43061
"Baden Wurttemberg","DE113","Esslingen County","male","[60-75)",42425
"Baden Wurttemberg","DE113","Esslingen County","male","[75+)",25012
"Baden Wurttemberg","DE114","Göppingen County","female","[00-10)",12347
"Baden Wurttemberg","DE114","Göppingen County","female","[10-20)",11944
"Baden Wurttemberg","DE114","Göppingen County","female","[20-30)",13319
"Baden Wurttemberg","DE114","Göppingen County","female","[30-40)",15558
"Baden Wurttemberg","DE114","Göppingen County","female","[40-50)",15561
"Baden Wurttemberg","DE114","Göppingen County","female","[50-60)",20266
"Baden Wurttemberg","DE114","Göppingen County","female","[60-75)",23983
"Baden Wurttemberg","DE114","Göppingen County","female","[75+)",17152
"Baden Wurttemberg","DE114","Göppingen County","male","[00-10)",12887
"Baden Wurttemberg","DE114","Göppingen County","male","[10-20)",12477
"Baden Wurttemberg","DE114","Göppingen County","male","[20-30)",15555
"Baden Wurttemberg","DE114","Göppingen County","male","[30-40)",16696
"Baden Wurttemberg","DE114","Göppingen County","male","[40-50)",15763
"Baden Wurttemberg","DE114","Göppingen County","male","[50-60)",20905
"Baden Wurttemberg","DE114","Göppingen County","male","[60-75)",22380
"Baden Wurttemberg","DE114","Göppingen County","male","[75+)",12253
"Baden Wurttemberg","DE115","Ludwigsburg County","female","[00-10)",27081
"Baden Wurttemberg","DE115","Ludwigsburg County","female","[10-20)",25174
"Baden Wurttemberg","DE115","Ludwigsburg County","female","[20-30)",28897
"Baden Wurttemberg","DE115","Ludwigsburg County","female","[30-40)",35845
"Baden Wurttemberg","DE115","Ludwigsburg County","female","[40-50)",34950
"Baden Wurttemberg","DE115","Ludwigsburg County","female","[50-60)",42080
"Baden Wurttemberg","DE115","Ludwigsburg County","female","[60-75)",46936
"Baden Wurttemberg","DE115","Ludwigsburg County","female","[75+)",33659
"Baden Wurttemberg","DE115","Ludwigsburg County","male","[00-10)",28501
"Baden Wurttemberg","DE115","Ludwigsburg County","male","[10-20)",26705
"Baden Wurttemberg","DE115","Ludwigsburg County","male","[20-30)",31835
"Baden Wurttemberg","DE115","Ludwigsburg County","male","[30-40)",37547
"Baden Wurttemberg","DE115","Ludwigsburg County","male","[40-50)",35218
"Baden Wurttemberg","DE115","Ludwigsburg County","male","[50-60)",43510
"Baden Wurttemberg","DE115","Ludwigsburg County","male","[60-75)",42772
"Baden Wurttemberg","DE115","Ludwigsburg County","male","[75+)",23969
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","female","[00-10)",20531
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","female","[10-20)",19648
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","female","[20-30)",22279
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","female","[30-40)",26169
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","female","[40-50)",26222
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","female","[50-60)",34691
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","female","[60-75)",38699
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","female","[75+)",27892
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","male","[00-10)",21407
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","male","[10-20)",21044
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","male","[20-30)",24798
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","male","[30-40)",27081
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","male","[40-50)",25813
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","male","[50-60)",35019
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","male","[60-75)",35892
"Baden Wurttemberg","DE116","Rems-Murr-Kreis County","male","[75+)",20131
"Baden Wurttemberg","DE117","Heilbronn County","female","[00-10)",17246
"Baden Wurttemberg","DE117","Heilbronn County","female","[10-20)",16251
"Baden Wurttemberg","DE117","Heilbronn County","female","[20-30)",18035
"Baden Wurttemberg","DE117","Heilbronn County","female","[30-40)",22164
"Baden Wurttemberg","DE117","Heilbronn County","female","[40-50)",21611
"Baden Wurttemberg","DE117","Heilbronn County","female","[50-60)",27645
"Baden Wurttemberg","DE117","Heilbronn County","female","[60-75)",30930
"Baden Wurttemberg","DE117","Heilbronn County","female","[75+)",19402
"Baden Wurttemberg","DE117","Heilbronn County","male","[00-10)",18485
"Baden Wurttemberg","DE117","Heilbronn County","male","[10-20)",16917
"Baden Wurttemberg","DE117","Heilbronn County","male","[20-30)",20579
"Baden Wurttemberg","DE117","Heilbronn County","male","[30-40)",23669
"Baden Wurttemberg","DE117","Heilbronn County","male","[40-50)",22522
"Baden Wurttemberg","DE117","Heilbronn County","male","[50-60)",28474
"Baden Wurttemberg","DE117","Heilbronn County","male","[60-75)",29706
"Baden Wurttemberg","DE117","Heilbronn County","male","[75+)",14162
"Baden Wurttemberg","DE118","City of Heilbronn","female","[00-10)",6171
"Baden Wurttemberg","DE118","City of Heilbronn","female","[10-20)",6006
"Baden Wurttemberg","DE118","City of Heilbronn","female","[20-30)",8081
"Baden Wurttemberg","DE118","City of Heilbronn","female","[30-40)",7939
"Baden Wurttemberg","DE118","City of Heilbronn","female","[40-50)",7821
"Baden Wurttemberg","DE118","City of Heilbronn","female","[50-60)",8414
"Baden Wurttemberg","DE118","City of Heilbronn","female","[60-75)",10281
"Baden Wurttemberg","DE118","City of Heilbronn","female","[75+)",7762
"Baden Wurttemberg","DE118","City of Heilbronn","male","[00-10)",6554
"Baden Wurttemberg","DE118","City of Heilbronn","male","[10-20)",6344
"Baden Wurttemberg","DE118","City of Heilbronn","male","[20-30)",9222
"Baden Wurttemberg","DE118","City of Heilbronn","male","[30-40)",9756
"Baden Wurttemberg","DE118","City of Heilbronn","male","[40-50)",8117
"Baden Wurttemberg","DE118","City of Heilbronn","male","[50-60)",8968
"Baden Wurttemberg","DE118","City of Heilbronn","male","[60-75)",9040
"Baden Wurttemberg","DE118","City of Heilbronn","male","[75+)",5137
"Baden Wurttemberg","DE119","Hohenlohekreis County","female","[00-10)",5485
"Baden Wurttemberg","DE119","Hohenlohekreis County","female","[10-20)",5301
"Baden Wurttemberg","DE119","Hohenlohekreis County","female","[20-30)",5928
"Baden Wurttemberg","DE119","Hohenlohekreis County","female","[30-40)",6966
"Baden Wurttemberg","DE119","Hohenlohekreis County","female","[40-50)",6691
"Baden Wurttemberg","DE119","Hohenlohekreis County","female","[50-60)",8931
"Baden Wurttemberg","DE119","Hohenlohekreis County","female","[60-75)",10413
"Baden Wurttemberg","DE119","Hohenlohekreis County","female","[75+)",6419
"Baden Wurttemberg","DE119","Hohenlohekreis County","male","[00-10)",5634
"Baden Wurttemberg","DE119","Hohenlohekreis County","male","[10-20)",5741
"Baden Wurttemberg","DE119","Hohenlohekreis County","male","[20-30)",7114
"Baden Wurttemberg","DE119","Hohenlohekreis County","male","[30-40)",7824
"Baden Wurttemberg","DE119","Hohenlohekreis County","male","[40-50)",6973
"Baden Wurttemberg","DE119","Hohenlohekreis County","male","[50-60)",9248
"Baden Wurttemberg","DE119","Hohenlohekreis County","male","[60-75)",10113
"Baden Wurttemberg","DE119","Hohenlohekreis County","male","[75+)",4537
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","female","[00-10)",9979
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","female","[10-20)",9511
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","female","[20-30)",10590
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","female","[30-40)",12581
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","female","[40-50)",11831
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","female","[50-60)",15332
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","female","[60-75)",18508
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","female","[75+)",10860
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","male","[00-10)",10519
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","male","[10-20)",10036
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","male","[20-30)",12381
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","male","[30-40)",14056
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","male","[40-50)",12302
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","male","[50-60)",15848
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","male","[60-75)",17625
"Baden Wurttemberg","DE11A","Schwäbisch Hall County","male","[75+)",7439
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","female","[00-10)",5819
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","female","[10-20)",5988
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","female","[20-30)",6523
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","female","[30-40)",7533
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","female","[40-50)",7744
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","female","[50-60)",10605
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","female","[60-75)",13645
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","female","[75+)",8696
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","male","[00-10)",6371
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","male","[10-20)",6328
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","male","[20-30)",7587
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","male","[30-40)",8408
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","male","[40-50)",7766
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","male","[50-60)",10724
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","male","[60-75)",13050
"Baden Wurttemberg","DE11B","Main-Tauber-Kreis County","male","[75+)",6169
"Baden Wurttemberg","DE11C","Heidenheim County","female","[00-10)",6287
"Baden Wurttemberg","DE11C","Heidenheim County","female","[10-20)",6288
"Baden Wurttemberg","DE11C","Heidenheim County","female","[20-30)",6717
"Baden Wurttemberg","DE11C","Heidenheim County","female","[30-40)",7930
"Baden Wurttemberg","DE11C","Heidenheim County","female","[40-50)",7887
"Baden Wurttemberg","DE11C","Heidenheim County","female","[50-60)",10101
"Baden Wurttemberg","DE11C","Heidenheim County","female","[60-75)",12386
"Baden Wurttemberg","DE11C","Heidenheim County","female","[75+)",9089
"Baden Wurttemberg","DE11C","Heidenheim County","male","[00-10)",6495
"Baden Wurttemberg","DE11C","Heidenheim County","male","[10-20)",6642
"Baden Wurttemberg","DE11C","Heidenheim County","male","[20-30)",8033
"Baden Wurttemberg","DE11C","Heidenheim County","male","[30-40)",8758
"Baden Wurttemberg","DE11C","Heidenheim County","male","[40-50)",8123
"Baden Wurttemberg","DE11C","Heidenheim County","male","[50-60)",10387
"Baden Wurttemberg","DE11C","Heidenheim County","male","[60-75)",11670
"Baden Wurttemberg","DE11C","Heidenheim County","male","[75+)",6165
"Baden Wurttemberg","DE11D","Ostalbkreis County","female","[00-10)",14768
"Baden Wurttemberg","DE11D","Ostalbkreis County","female","[10-20)",15010
"Baden Wurttemberg","DE11D","Ostalbkreis County","female","[20-30)",17548
"Baden Wurttemberg","DE11D","Ostalbkreis County","female","[30-40)",18950
"Baden Wurttemberg","DE11D","Ostalbkreis County","female","[40-50)",18800
"Baden Wurttemberg","DE11D","Ostalbkreis County","female","[50-60)",24411
"Baden Wurttemberg","DE11D","Ostalbkreis County","female","[60-75)",29191
"Baden Wurttemberg","DE11D","Ostalbkreis County","female","[75+)",19513
"Baden Wurttemberg","DE11D","Ostalbkreis County","male","[00-10)",15483
"Baden Wurttemberg","DE11D","Ostalbkreis County","male","[10-20)",15706
"Baden Wurttemberg","DE11D","Ostalbkreis County","male","[20-30)",19574
"Baden Wurttemberg","DE11D","Ostalbkreis County","male","[30-40)",20471
"Baden Wurttemberg","DE11D","Ostalbkreis County","male","[40-50)",19132
"Baden Wurttemberg","DE11D","Ostalbkreis County","male","[50-60)",24998
"Baden Wurttemberg","DE11D","Ostalbkreis County","male","[60-75)",27751
"Baden Wurttemberg","DE11D","Ostalbkreis County","male","[75+)",13703
"Baden Wurttemberg","DE121","City of Baden-Baden","female","[00-10)",2260
"Baden Wurttemberg","DE121","City of Baden-Baden","female","[10-20)",2161
"Baden Wurttemberg","DE121","City of Baden-Baden","female","[20-30)",2680
"Baden Wurttemberg","DE121","City of Baden-Baden","female","[30-40)",3226
"Baden Wurttemberg","DE121","City of Baden-Baden","female","[40-50)",3358
"Baden Wurttemberg","DE121","City of Baden-Baden","female","[50-60)",4590
"Baden Wurttemberg","DE121","City of Baden-Baden","female","[60-75)",5861
"Baden Wurttemberg","DE121","City of Baden-Baden","female","[75+)",4676
"Baden Wurttemberg","DE121","City of Baden-Baden","male","[00-10)",2426
"Baden Wurttemberg","DE121","City of Baden-Baden","male","[10-20)",2422
"Baden Wurttemberg","DE121","City of Baden-Baden","male","[20-30)",3036
"Baden Wurttemberg","DE121","City of Baden-Baden","male","[30-40)",3179
"Baden Wurttemberg","DE121","City of Baden-Baden","male","[40-50)",3177
"Baden Wurttemberg","DE121","City of Baden-Baden","male","[50-60)",4283
"Baden Wurttemberg","DE121","City of Baden-Baden","male","[60-75)",5005
"Baden Wurttemberg","DE121","City of Baden-Baden","male","[75+)",3187
"Baden Wurttemberg","DE122","City of Karlsruhe","female","[00-10)",12207
"Baden Wurttemberg","DE122","City of Karlsruhe","female","[10-20)",11783
"Baden Wurttemberg","DE122","City of Karlsruhe","female","[20-30)",22589
"Baden Wurttemberg","DE122","City of Karlsruhe","female","[30-40)",21670
"Baden Wurttemberg","DE122","City of Karlsruhe","female","[40-50)",17960
"Baden Wurttemberg","DE122","City of Karlsruhe","female","[50-60)",20936
"Baden Wurttemberg","DE122","City of Karlsruhe","female","[60-75)",24298
"Baden Wurttemberg","DE122","City of Karlsruhe","female","[75+)",18252
"Baden Wurttemberg","DE122","City of Karlsruhe","male","[00-10)",12960
"Baden Wurttemberg","DE122","City of Karlsruhe","male","[10-20)",13346
"Baden Wurttemberg","DE122","City of Karlsruhe","male","[20-30)",30211
"Baden Wurttemberg","DE122","City of Karlsruhe","male","[30-40)",25294
"Baden Wurttemberg","DE122","City of Karlsruhe","male","[40-50)",18808
"Baden Wurttemberg","DE122","City of Karlsruhe","male","[50-60)",22002
"Baden Wurttemberg","DE122","City of Karlsruhe","male","[60-75)",21814
"Baden Wurttemberg","DE122","City of Karlsruhe","male","[75+)",12372
"Baden Wurttemberg","DE123","Karlsruhe County","female","[00-10)",20995
"Baden Wurttemberg","DE123","Karlsruhe County","female","[10-20)",19658
"Baden Wurttemberg","DE123","Karlsruhe County","female","[20-30)",21833
"Baden Wurttemberg","DE123","Karlsruhe County","female","[30-40)",27173
"Baden Wurttemberg","DE123","Karlsruhe County","female","[40-50)",27772
"Baden Wurttemberg","DE123","Karlsruhe County","female","[50-60)",36719
"Baden Wurttemberg","DE123","Karlsruhe County","female","[60-75)",43025
"Baden Wurttemberg","DE123","Karlsruhe County","female","[75+)",28028
"Baden Wurttemberg","DE123","Karlsruhe County","male","[00-10)",21903
"Baden Wurttemberg","DE123","Karlsruhe County","male","[10-20)",21583
"Baden Wurttemberg","DE123","Karlsruhe County","male","[20-30)",25609
"Baden Wurttemberg","DE123","Karlsruhe County","male","[30-40)",29388
"Baden Wurttemberg","DE123","Karlsruhe County","male","[40-50)",27720
"Baden Wurttemberg","DE123","Karlsruhe County","male","[50-60)",36947
"Baden Wurttemberg","DE123","Karlsruhe County","male","[60-75)",40207
"Baden Wurttemberg","DE123","Karlsruhe County","male","[75+)",19927
"Baden Wurttemberg","DE124","Rastatt County","female","[00-10)",10404
"Baden Wurttemberg","DE124","Rastatt County","female","[10-20)",10354
"Baden Wurttemberg","DE124","Rastatt County","female","[20-30)",11392
"Baden Wurttemberg","DE124","Rastatt County","female","[30-40)",13849
"Baden Wurttemberg","DE124","Rastatt County","female","[40-50)",14103
"Baden Wurttemberg","DE124","Rastatt County","female","[50-60)",18909
"Baden Wurttemberg","DE124","Rastatt County","female","[60-75)",22876
"Baden Wurttemberg","DE124","Rastatt County","female","[75+)",15001
"Baden Wurttemberg","DE124","Rastatt County","male","[00-10)",11103
"Baden Wurttemberg","DE124","Rastatt County","male","[10-20)",11031
"Baden Wurttemberg","DE124","Rastatt County","male","[20-30)",12958
"Baden Wurttemberg","DE124","Rastatt County","male","[30-40)",14725
"Baden Wurttemberg","DE124","Rastatt County","male","[40-50)",13968
"Baden Wurttemberg","DE124","Rastatt County","male","[50-60)",19309
"Baden Wurttemberg","DE124","Rastatt County","male","[60-75)",21811
"Baden Wurttemberg","DE124","Rastatt County","male","[75+)",10503
"Baden Wurttemberg","DE125","City of Heidelberg","female","[00-10)",6750
"Baden Wurttemberg","DE125","City of Heidelberg","female","[10-20)",7059
"Baden Wurttemberg","DE125","City of Heidelberg","female","[20-30)",17306
"Baden Wurttemberg","DE125","City of Heidelberg","female","[30-40)",13142
"Baden Wurttemberg","DE125","City of Heidelberg","female","[40-50)",9077
"Baden Wurttemberg","DE125","City of Heidelberg","female","[50-60)",9670
"Baden Wurttemberg","DE125","City of Heidelberg","female","[60-75)",11408
"Baden Wurttemberg","DE125","City of Heidelberg","female","[75+)",8517
"Baden Wurttemberg","DE125","City of Heidelberg","male","[00-10)",7090
"Baden Wurttemberg","DE125","City of Heidelberg","male","[10-20)",6746
"Baden Wurttemberg","DE125","City of Heidelberg","male","[20-30)",14894
"Baden Wurttemberg","DE125","City of Heidelberg","male","[30-40)",13512
"Baden Wurttemberg","DE125","City of Heidelberg","male","[40-50)",8811
"Baden Wurttemberg","DE125","City of Heidelberg","male","[50-60)",9621
"Baden Wurttemberg","DE125","City of Heidelberg","male","[60-75)",9955
"Baden Wurttemberg","DE125","City of Heidelberg","male","[75+)",5687
"Baden Wurttemberg","DE126","City of Mannheim","female","[00-10)",13841
"Baden Wurttemberg","DE126","City of Mannheim","female","[10-20)",12891
"Baden Wurttemberg","DE126","City of Mannheim","female","[20-30)",24530
"Baden Wurttemberg","DE126","City of Mannheim","female","[30-40)",22593
"Baden Wurttemberg","DE126","City of Mannheim","female","[40-50)",18833
"Baden Wurttemberg","DE126","City of Mannheim","female","[50-60)",21382
"Baden Wurttemberg","DE126","City of Mannheim","female","[60-75)",24682
"Baden Wurttemberg","DE126","City of Mannheim","female","[75+)",17518
"Baden Wurttemberg","DE126","City of Mannheim","male","[00-10)",14766
"Baden Wurttemberg","DE126","City of Mannheim","male","[10-20)",13778
"Baden Wurttemberg","DE126","City of Mannheim","male","[20-30)",25615
"Baden Wurttemberg","DE126","City of Mannheim","male","[30-40)",25709
"Baden Wurttemberg","DE126","City of Mannheim","male","[40-50)",19414
"Baden Wurttemberg","DE126","City of Mannheim","male","[50-60)",22582
"Baden Wurttemberg","DE126","City of Mannheim","male","[60-75)",21900
"Baden Wurttemberg","DE126","City of Mannheim","male","[75+)",11797
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","female","[00-10)",6534
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","female","[10-20)",6541
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","female","[20-30)",6815
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","female","[30-40)",8042
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","female","[40-50)",8423
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","female","[50-60)",11814
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","female","[60-75)",14574
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","female","[75+)",8956
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","male","[00-10)",6780
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","male","[10-20)",7055
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","male","[20-30)",8514
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","male","[30-40)",9027
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","male","[40-50)",8313
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","male","[50-60)",12004
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","male","[60-75)",14137
"Baden Wurttemberg","DE127","Neckar-Odenwald-Kreis County","male","[75+)",6400
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","female","[00-10)",25662
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","female","[10-20)",24541
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","female","[20-30)",27437
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","female","[30-40)",33535
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","female","[40-50)",34178
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","female","[50-60)",45297
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","female","[60-75)",53041
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","female","[75+)",35586
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","male","[00-10)",27277
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","male","[10-20)",26435
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","male","[20-30)",30120
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","male","[30-40)",34408
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","male","[40-50)",32605
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","male","[50-60)",45000
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","male","[60-75)",48213
"Baden Wurttemberg","DE128","Rhein-Neckar-Kreis County","male","[75+)",25695
"Baden Wurttemberg","DE129","City of Pforzheim","female","[00-10)",6596
"Baden Wurttemberg","DE129","City of Pforzheim","female","[10-20)",5970
"Baden Wurttemberg","DE129","City of Pforzheim","female","[20-30)",7934
"Baden Wurttemberg","DE129","City of Pforzheim","female","[30-40)",8074
"Baden Wurttemberg","DE129","City of Pforzheim","female","[40-50)",7479
"Baden Wurttemberg","DE129","City of Pforzheim","female","[50-60)",8722
"Baden Wurttemberg","DE129","City of Pforzheim","female","[60-75)",10796
"Baden Wurttemberg","DE129","City of Pforzheim","female","[75+)",8103
"Baden Wurttemberg","DE129","City of Pforzheim","male","[00-10)",6800
"Baden Wurttemberg","DE129","City of Pforzheim","male","[10-20)",6356
"Baden Wurttemberg","DE129","City of Pforzheim","male","[20-30)",8612
"Baden Wurttemberg","DE129","City of Pforzheim","male","[30-40)",9151
"Baden Wurttemberg","DE129","City of Pforzheim","male","[40-50)",7551
"Baden Wurttemberg","DE129","City of Pforzheim","male","[50-60)",8835
"Baden Wurttemberg","DE129","City of Pforzheim","male","[60-75)",9460
"Baden Wurttemberg","DE129","City of Pforzheim","male","[75+)",5090
"Baden Wurttemberg","DE12A","Calw County","female","[00-10)",7595
"Baden Wurttemberg","DE12A","Calw County","female","[10-20)",7439
"Baden Wurttemberg","DE12A","Calw County","female","[20-30)",7953
"Baden Wurttemberg","DE12A","Calw County","female","[30-40)",9491
"Baden Wurttemberg","DE12A","Calw County","female","[40-50)",9561
"Baden Wurttemberg","DE12A","Calw County","female","[50-60)",12783
"Baden Wurttemberg","DE12A","Calw County","female","[60-75)",15318
"Baden Wurttemberg","DE12A","Calw County","female","[75+)",9859
"Baden Wurttemberg","DE12A","Calw County","male","[00-10)",8221
"Baden Wurttemberg","DE12A","Calw County","male","[10-20)",8078
"Baden Wurttemberg","DE12A","Calw County","male","[20-30)",9396
"Baden Wurttemberg","DE12A","Calw County","male","[30-40)",10288
"Baden Wurttemberg","DE12A","Calw County","male","[40-50)",9887
"Baden Wurttemberg","DE12A","Calw County","male","[50-60)",13132
"Baden Wurttemberg","DE12A","Calw County","male","[60-75)",14586
"Baden Wurttemberg","DE12A","Calw County","male","[75+)",7099
"Baden Wurttemberg","DE12B","Enzkreis County","female","[00-10)",9795
"Baden Wurttemberg","DE12B","Enzkreis County","female","[10-20)",9143
"Baden Wurttemberg","DE12B","Enzkreis County","female","[20-30)",9750
"Baden Wurttemberg","DE12B","Enzkreis County","female","[30-40)",12095
"Baden Wurttemberg","DE12B","Enzkreis County","female","[40-50)",11791
"Baden Wurttemberg","DE12B","Enzkreis County","female","[50-60)",16630
"Baden Wurttemberg","DE12B","Enzkreis County","female","[60-75)",18942
"Baden Wurttemberg","DE12B","Enzkreis County","female","[75+)",12880
"Baden Wurttemberg","DE12B","Enzkreis County","male","[00-10)",10125
"Baden Wurttemberg","DE12B","Enzkreis County","male","[10-20)",9909
